Timestep,Episode,Reward,Exploration
0,0,0.5,None
1,0,0.5,None
2,0,-1,None
3,0,0.5,None
4,1,0.5,None
5,1,0.5,None
6,1,0.5,None
7,1,0.5,None
8,1,0.5,None
9,2,0.5,None
10,2,0.5,None
11,2,0.5,None
12,2,0.5,None
13,2,0.5,None
14,3,-1,None
15,3,-1,None
16,3,0.5,None
17,3,0.5,None
18,3,0.5,None
19,4,-1,None
20,4,-1,None
21,4,0.5,None
22,4,0.5,None
23,4,0.5,None
24,5,0.5,None
25,5,0.5,None
26,5,0.5,None
27,5,0.5,None
28,5,0.5,None
29,6,0.5,None
30,6,0.5,None
31,6,0.5,None
32,6,0.5,None
33,6,0.5,None
34,7,1,None
35,7,0.5,None
36,7,-1,None
37,7,0.5,None
38,7,-1,None
39,8,0.5,None
40,8,0.5,None
41,8,0.5,None
42,8,0.5,None
43,8,0.5,None
44,9,0.5,None
45,9,0.5,None
46,9,0.5,None
47,9,0.5,None
48,9,-1,None
49,10,0.5,None
50,10,0.5,None
51,10,0.5,None
52,10,0.5,None
53,10,0.5,None
54,11,0.5,None
55,11,0.5,None
56,11,-1,None
57,11,0.5,None
58,12,1,None
59,12,-1,None
60,12,0.5,None
61,12,0.5,None
62,12,0.5,None
63,13,0.5,None
64,13,-1,None
65,13,0.5,None
66,13,0.5,None
67,13,0.5,None
68,14,0.5,None
69,14,0.5,None
70,14,0.5,None
71,14,0.5,None
72,14,0.5,None
73,15,-1,None
74,15,0.5,None
75,15,0.5,None
76,15,0.5,None
77,15,-1,None
78,16,0.5,None
79,16,-1,None
80,16,-1,None
81,16,0.5,None
82,16,0.5,None
83,17,0.5,None
84,17,0.5,None
85,17,0.5,None
86,17,-1,None
87,17,0.5,None
88,18,0.5,None
89,18,0.5,None
90,18,0.5,None
91,18,0.5,None
92,18,0.5,None
93,19,0.5,None
94,19,-1,None
95,19,0.5,None
96,19,0.5,None
97,19,0.5,None
98,20,-1,None
99,20,-1,None
100,20,0.5,None
101,20,0.5,None
102,20,-1,None
103,21,-1,None
104,21,0.5,None
