Timestep,Episode,Reward,Exploration
0,0,0.5,None
1,0,0.5,None
2,0,0.5,None
3,1,1,None
4,1,0.5,None
5,1,0.5,None
6,1,0.5,None
7,1,0.5,None
8,2,1,None
9,2,0.5,None
10,2,0.5,None
11,2,0.5,None
12,2,0.5,None
13,3,0.5,None
14,3,-1,None
15,3,-1,None
16,3,-1,None
17,3,0.5,None
18,4,-1,None
19,4,0.5,None
20,4,0.5,None
21,4,0.5,None
22,4,-1,None
23,5,0.5,None
24,5,0.5,None
25,5,0.5,None
26,5,0.5,None
27,5,0.5,None
28,6,0.5,None
29,6,0.5,None
30,6,0.5,None
31,6,0.5,None
32,6,-1,None
33,7,0.5,None
34,7,0.5,None
35,7,-1,None
36,7,0.5,None
37,7,0.5,None
38,8,1,None
39,8,-1,None
40,8,0.5,None
41,8,0.5,None
42,8,0.5,None
43,9,0.5,None
44,9,-1,None
45,9,-1,None
46,10,1,None
47,10,0.5,None
48,10,0.5,None
49,10,0.5,None
50,10,0.5,None
51,11,-1,None
52,11,0.5,None
53,11,0.5,None
54,11,-1,None
55,11,-1,None
56,12,0.5,None
57,12,-1,None
58,12,-1,None
59,12,0.5,None
60,12,-1,None
61,13,0.5,None
62,13,0.5,None
63,13,0.5,None
64,13,-1,None
65,13,0.5,None
66,14,0.5,None
67,14,-1,None
68,14,-1,None
69,14,0.5,None
70,14,0.5,None
71,15,0.5,None
72,15,0.5,None
73,15,-1,None
74,15,-1,None
75,15,-1,None
76,16,0.5,None
77,16,0.5,None
78,16,0.5,None
79,16,0.5,None
80,16,0.5,None
81,17,0.5,None
82,17,-1,None
83,17,0.5,None
84,17,0.5,None
85,17,-1,None
86,18,0.5,None
87,18,-1,None
88,18,-1,None
89,18,0.5,None
90,18,-1,None
91,19,0.5,None
92,19,-1,None
93,19,-1,None
94,19,-1,None
95,19,-1,None
96,20,0.5,None
97,20,-1,None
98,20,0.5,None
99,20,0.5,None
100,20,0.5,None
101,21,0.5,None
102,21,-1,None
103,21,0.5,None
104,21,-1,None
105,21,0.5,None
