Timestep,Episode,Reward,Exploration
0,0,0.5,None
1,0,0.5,None
2,0,-1,None
3,0,0.5,None
4,1,-1,None
5,1,0.5,None
6,1,0.5,None
7,1,0.5,None
8,1,0.5,None
9,2,0.5,None
10,2,-1,None
11,2,0.5,None
12,2,0.5,None
13,2,0.5,None
14,3,0.5,None
15,3,-1,None
16,3,0.5,None
17,3,0.5,None
18,3,-1,None
19,4,0.5,None
20,4,0.5,None
21,4,-1,None
22,4,0.5,None
23,4,0.5,None
24,5,0.5,None
25,5,-1,None
26,5,0.5,None
27,5,0.5,None
28,5,-1,None
29,6,0.5,None
30,6,-1,None
31,6,-1,None
32,6,0.5,None
33,6,0.5,None
34,7,-1,None
35,7,-1,None
36,7,0.5,None
37,7,0.5,None
38,7,0.5,None
39,8,0.5,None
40,8,0.5,None
41,8,0.5,None
42,8,0.5,None
43,8,-1,None
44,9,0.5,None
45,9,0.5,None
46,9,-1,None
47,9,-1,None
48,9,-1,None
49,10,0.5,None
50,10,0.5,None
51,10,0.5,None
52,11,1,None
53,11,0.5,None
54,11,0.5,None
55,11,0.5,None
56,12,1,None
57,12,0.5,None
58,12,0.5,None
59,12,-1,None
60,12,0.5,None
61,13,0.5,None
62,13,0.5,None
63,13,-1,None
64,13,0.5,None
65,13,0.5,None
66,14,0.5,None
67,15,1,None
68,15,0.5,None
69,15,-1,None
70,15,0.5,None
71,15,0.5,None
72,16,0.5,None
73,16,0.5,None
74,16,-1,None
75,16,-1,None
76,16,-1,None
77,17,0.5,None
78,17,0.5,None
79,17,0.5,None
80,17,0.5,None
81,17,-1,None
82,18,0.5,None
83,18,0.5,None
84,18,0.5,None
85,19,1,None
86,19,0.5,None
87,19,0.5,None
88,19,-1,None
89,19,0.5,None
90,20,0.5,None
91,20,0.5,None
92,20,0.5,None
93,20,0.5,None
94,20,0.5,None
95,21,-1,None
96,21,0.5,None
97,21,0.5,None
98,21,-1,None
99,21,-1,None
100,22,0.5,None
101,22,0.5,None
102,22,0.5,None
103,22,0.5,None
104,22,0.5,None
105,23,-1,None
